field_id,section_id,display_order,field_name,field_type,allow_others,allow_normal,normal_text,no_of_lines,status,observation_type,observation_code,file_content,content_type,filename,markers,is_mandatory,use_in_presenting_complaint,phrase_category_id,pattern_id,old_field_id
231,40,8,e. SYSYEMIC EXAMINATION  ,text,N,N,"",2,A,"","",,,,,f,N,,,
232,41,1,Body size   ,dropdown,N,N,"",,A,"","",,,,,f,N,,,
233,41,2,Weight,dropdown,N,N,"",,A,"","",,,,,f,N,,,
234,41,3,Musculatures,dropdown,N,N,"",,A,"","",,,,,f,N,,,
235,41,4,Bones,dropdown,N,N,"",,A,"","",,,,,f,N,,,
236,41,5,Characteristics of chest ,dropdown,N,N,"",,A,"","",,,,,f,N,,,
237,41,6,Appearance of Vein and Tendons ,dropdown,N,N,"",,A,"","",,,,,f,N,,,
238,41,7,Skin / complexion ,dropdown,N,N,"",,A,"","",,,,,f,N,,,
239,41,8,Nature of hair ,dropdown,N,N,"",,A,"","",,,,,f,N,,,
240,41,9,Nature of nails ,dropdown,N,N,"",,A,"","",,,,,f,N,,,
241,41,10,Characteristics of forehead ,dropdown,N,N,"",,A,"","",,,,,f,N,,,
245,41,14,Nature of teeth,dropdown,N,N,"",,A,"","",,,,,f,N,,,
246,41,15,Nature of voice,dropdown,N,N,"",,A,"","",,,,,f,N,,,
247,41,16,Nature of appetite,dropdown,N,N,"",,A,"","",,,,,f,N,,,
249,41,18,Taste likings,dropdown,N,N,"",,A,"","",,,,,f,N,,,
250,41,19,Nature of sleep,dropdown,N,N,"",,A,"","",,,,,f,N,,,
251,41,20,Memory power,dropdown,N,N,"",,A,"","",,,,,f,N,,,
252,42,1,Cereals & grains ,checkbox,N,N,"",,A,"","",,,,,f,N,,,
253,42,2,2. Pulses,checkbox,N,N,"",,A,"","",,,,,f,N,,,
254,42,3,Vegitables,checkbox,N,N,"",,A,"","",,,,,f,N,,,
259,42,8,Fat / oil,checkbox,N,N,"",,A,"","",,,,,f,N,,,
260,42,9,Water,checkbox,N,N,"",,A,"","",,,,,f,N,,,
255,42,4,Roots & tubers1,dropdown,N,N,"",,I,"","",,,,,f,N,,,
261,42,4,Roots & tubers,checkbox,N,N,"",,A,"","",,,,,f,N,,,
258,42,7,Non Veg1,dropdown,N,N,"",,I,"","",,,,,f,N,,,
262,42,7,Non Veg,checkbox,N,N,"",,A,"","",,,,,f,N,,,
224,40,1,Grossmotor assessement,checkbox,N,Y,"",1,A,"","",,,,,f,N,,,
225,40,2,Fine motor assessement,checkbox,N,N,"",1,A,"","",,,,,f,N,,,
226,40,3,Language assessement,checkbox,N,N,"",1,A,"","",,,,,f,N,,,
227,40,3,Social / Adaptive assessement,checkbox,N,Y,"",1,A,"","",,,,,f,N,,,
228,40,5,Targeted mile stones ( with history),checkbox,N,N,"",1,A,"","",,,,,f,N,,,
198,37,14,When Water is taken  ,dropdown,N,N,"",,A,"","",,,,,f,N,,,
199,37,15,Salt Intake,dropdown,N,N,"",,A,"","",,,,,f,N,,,
242,41,11,Nature/Colour of Lips ,dropdown,N,N,"",,A,"","",,,,,f,N,,,
221,38,18,Vitals,checkbox,N,N,"",,A,"","",,,,,f,N,,,
220,37,20,Non Veg Intake Frequency,dropdown,N,N,"",,A,"","",,,,,f,N,,,
243,41,12,Nature of your eyes ,dropdown,N,N,"",,A,"","",,,,,f,N,,,
244,41,13,Nature of Gums,dropdown,N,N,"",,A,"","",,,,,f,N,,,
248,41,17,Nature of Bowel movement,dropdown,N,N,"",,A,"","",,,,,f,N,,,
256,42,5,Fruits,checkbox,N,N,"",,A,"","",,,,,f,N,,,
257,42,6,Milk & milk products,checkbox,N,N,"",,A,"","",,,,,f,N,,,
