sttdis,grpcomb,node001,node002,node003,node004,node005,node006,node007,node008,node009,node010,node011,node012,node013,node014,node015,node016,node017,node018,node019,node020,node021,node022,node023,node024,node025,node026,node027
S14.21,' 'S14.21' ' ' 'A9.0' ' ' 'S14.7' ','S14.21','S14.21' 'A9.0','S14.21' 'A9.0' 'S14.7', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'B2.0' ' ' 'V2.63' ' ' 'N4.0' ','S14.21','S14.21' 'B2.0','S14.21' 'B2.0' 'V2.63','S14.21' 'B2.0' 'V2.63' 'N4.0', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'B3.0' ','S14.21','S14.21' 'B3.0', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'J1.0' ' ' 'A4.0' ','S14.21','S14.21' 'J1.0','S14.21' 'J1.0' 'A4.0', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'K10.23' ','S14.21','S14.21' 'K10.23', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'K10.29' ' ' 'S2.10' ' ' 'V2.63' ','S14.21','S14.21' 'K10.29','S14.21' 'K10.29' 'S2.10','S14.21' 'K10.29' 'S2.10' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'K2.4' ','S14.21','S14.21' 'K2.4', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'K3.0' ' ' 'M10.1' ','S14.21','S14.21' 'K3.0','S14.21' 'K3.0' 'M10.1', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'K4.10' ','S14.21','S14.21' 'K4.10', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'K4.21' ','S14.21','S14.21' 'K4.21', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'K9.0' ','S14.21','S14.21' 'K9.0', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'M1.1' ','S14.21','S14.21' 'M1.1', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'M10.0' ','S14.21','S14.21' 'M10.0', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'M10.1' ' ' 'M10.2' ' ' 'V2.23' ' ' 'V2.63' ','S14.21','S14.21' 'M10.1','S14.21' 'M10.1' 'M10.2','S14.21' 'M10.1' 'M10.2' 'V2.23','S14.21' 'M10.1' 'M10.2' 'V2.23' 'V2.63', , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'M10.1' ' ' 'V2.10' ','S14.21','S14.21' 'M10.1','S14.21' 'M10.1' 'V2.10', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'M10.2' ' ' 'S2.10' ','S14.21','S14.21' 'M10.2','S14.21' 'M10.2' 'S2.10', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'M14.15' ' ' 'V2.63' ' ' 'K2.1' ' ' 'V2.0' ' ' 'V2.8' ','S14.21','S14.21' 'M14.15','S14.21' 'M14.15' 'V2.63','S14.21' 'M14.15' 'V2.63' 'K2.1','S14.21' 'M14.15' 'V2.63' 'K2.1' 'V2.0','S14.21' 'M14.15' 'V2.63' 'K2.1' 'V2.0' 'V2.8', , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'M18.14.0' ' ' 'S13.11' ','S14.21','S14.21' 'M18.14.0','S14.21' 'M18.14.0' 'S13.11', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'M18.9.0' ','S14.21','S14.21' 'M18.9.0', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'M6.0' ' ' 'V2.63' ' ' 'M10.2' ','S14.21','S14.21' 'M6.0','S14.21' 'M6.0' 'V2.63','S14.21' 'M6.0' 'V2.63' 'M10.2', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'MS G1.0' ','S14.21','S14.21' 'MS G1.0', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'MS G1.0' ' ' 'K10.32' ' ' 'A5.0' ' ' 'K9.0' ','S14.21','S14.21' 'MS G1.0','S14.21' 'MS G1.0' 'K10.32','S14.21' 'MS G1.0' 'K10.32' 'A5.0','S14.21' 'MS G1.0' 'K10.32' 'A5.0' 'K9.0', , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'MS G1.0' ' ' 'V2.23' ','S14.21','S14.21' 'MS G1.0','S14.21' 'MS G1.0' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'N2.21.0' ','S14.21','S14.21' 'N2.21.0', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'N4.0' ' ' 'A2.0' ','S14.21','S14.21' 'N4.0','S14.21' 'N4.0' 'A2.0', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'N4.0' ' ' 'A6.0' ','S14.21','S14.21' 'N4.0','S14.21' 'N4.0' 'A6.0', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'N4.0' ' ' 'S18.0' ' ' 'M2.0' ','S14.21','S14.21' 'N4.0','S14.21' 'N4.0' 'S18.0','S14.21' 'N4.0' 'S18.0' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'N4.27' ' ' 'S13.11' ','S14.21','S14.21' 'N4.27','S14.21' 'N4.27' 'S13.11', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'N4.35' ','S14.21','S14.21' 'N4.35', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'N4.40.9' ','S14.21','S14.21' 'N4.40.9', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'N4.49.5' ' ' 'V2.23' ' ' 'MS G1.0' ' ' 'S13.11' ','S14.21','S14.21' 'N4.49.5','S14.21' 'N4.49.5' 'V2.23','S14.21' 'N4.49.5' 'V2.23' 'MS G1.0','S14.21' 'N4.49.5' 'V2.23' 'MS G1.0' 'S13.11', , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'N4.51.0' ','S14.21','S14.21' 'N4.51.0', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'P5.0' ','S14.21','S14.21' 'P5.0', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S1.0' ','S14.21','S14.21' 'S1.0', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S10.4' ','S14.21','S14.21' 'S10.4', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S13.11' ','S14.21','S14.21' 'S13.11', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S13.11' ' ' 'A12.0' ' ' 'V2.63' ' ' 'V2.0' ' ' 'G9.7' ' ' 'V2.23' ','S14.21','S14.21' 'S13.11','S14.21' 'S13.11' 'A12.0','S14.21' 'S13.11' 'A12.0' 'V2.63','S14.21' 'S13.11' 'A12.0' 'V2.63' 'V2.0','S14.21' 'S13.11' 'A12.0' 'V2.63' 'V2.0' 'G9.7','S14.21' 'S13.11' 'A12.0' 'V2.63' 'V2.0' 'G9.7' 'V2.23', , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S13.11' ' ' 'M10.0' ','S14.21','S14.21' 'S13.11','S14.21' 'S13.11' 'M10.0', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S13.11' ' ' 'V2.2' ','S14.21','S14.21' 'S13.11','S14.21' 'S13.11' 'V2.2', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S13.11' ' ' 'V2.23' ','S14.21','S14.21' 'S13.11','S14.21' 'S13.11' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S13.11' ' ' 'V2.23' ' ' 'S2.19.1' ' ' 'G6.0' ','S14.21','S14.21' 'S13.11','S14.21' 'S13.11' 'V2.23','S14.21' 'S13.11' 'V2.23' 'S2.19.1','S14.21' 'S13.11' 'V2.23' 'S2.19.1' 'G6.0', , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S14.0' ','S14.21','S14.21' 'S14.0', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S14.0' ' ' 'M6.27' ','S14.21','S14.21' 'S14.0','S14.21' 'S14.0' 'M6.27', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S14.0' ' ' 'N4.50.9' ','S14.21','S14.21' 'S14.0','S14.21' 'S14.0' 'N4.50.9', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S14.0' ' ' 'S14.7' ' ' 'A7.0' ' ' 'V2.10' ' ' 'V2.23' ','S14.21','S14.21' 'S14.0','S14.21' 'S14.0' 'S14.7','S14.21' 'S14.0' 'S14.7' 'A7.0','S14.21' 'S14.0' 'S14.7' 'A7.0' 'V2.10','S14.21' 'S14.0' 'S14.7' 'A7.0' 'V2.10' 'V2.23', , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S14.0' ' ' 'S15.41' ','S14.21','S14.21' 'S14.0','S14.21' 'S14.0' 'S15.41', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S14.23' ','S14.21','S14.21' 'S14.23', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S14.24' ','S14.21','S14.21' 'S14.24', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S14.24' ' ' 'V2.10' ' ' 'V2.56.0' ','S14.21','S14.21' 'S14.24','S14.21' 'S14.24' 'V2.10','S14.21' 'S14.24' 'V2.10' 'V2.56.0', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S14.3' ','S14.21','S14.21' 'S14.3', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S14.4' ','S14.21','S14.21' 'S14.4', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S14.7' ','S14.21','S14.21' 'S14.7', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S15.36' ','S14.21','S14.21' 'S15.36', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S15.38' ','S14.21','S14.21' 'S15.38', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S15.42' ' ' 'V2.23' ','S14.21','S14.21' 'S15.42','S14.21' 'S15.42' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S15.47' ','S14.21','S14.21' 'S15.47', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S16.0' ','S14.21','S14.21' 'S16.0', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S16.1' ','S14.21','S14.21' 'S16.1', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S16.20.0' ' ' 'Y8.0' ' ' 'Y8.22' ','S14.21','S14.21' 'S16.20.0','S14.21' 'S16.20.0' 'Y8.0','S14.21' 'S16.20.0' 'Y8.0' 'Y8.22', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S16.30.13' ','S14.21','S14.21' 'S16.30.13', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S16.30.15' ' ' 'S16.19.0' ' ' 'S3.3' ','S14.21','S14.21' 'S16.30.15','S14.21' 'S16.30.15' 'S16.19.0','S14.21' 'S16.30.15' 'S16.19.0' 'S3.3', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S16.30.26' ' ' 'S16.30.0' ' ' 'A12.0' ','S14.21','S14.21' 'S16.30.26','S14.21' 'S16.30.26' 'S16.30.0','S14.21' 'S16.30.26' 'S16.30.0' 'A12.0', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S17.0' ' ' 'V2.0' ' ' 'S0.0' ' ' 'A2.0' ' ' 'V2.23' ','S14.21','S14.21' 'S17.0','S14.21' 'S17.0' 'V2.0','S14.21' 'S17.0' 'V2.0' 'S0.0','S14.21' 'S17.0' 'V2.0' 'S0.0' 'A2.0','S14.21' 'S17.0' 'V2.0' 'S0.0' 'A2.0' 'V2.23', , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S17.1' ','S14.21','S14.21' 'S17.1', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S18.0' ','S14.21','S14.21' 'S18.0', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S18.1' ','S14.21','S14.21' 'S18.1', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S2.10' ','S14.21','S14.21' 'S2.10', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S2.10' ' ' 'V2.10' ','S14.21','S14.21' 'S2.10','S14.21' 'S2.10' 'V2.10', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S2.14' ','S14.21','S14.21' 'S2.14', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S2.14' ' ' 'V2.63' ','S14.21','S14.21' 'S2.14','S14.21' 'S2.14' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S2.25.2' ','S14.21','S14.21' 'S2.25.2', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S4.0' ','S14.21','S14.21' 'S4.0', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S4.0' ' ' 'V2.10' ' ' 'V2.63' ','S14.21','S14.21' 'S4.0','S14.21' 'S4.0' 'V2.10','S14.21' 'S4.0' 'V2.10' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'S4.0' ' ' 'V2.63' ','S14.21','S14.21' 'S4.0','S14.21' 'S4.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V1.0' ','S14.21','S14.21' 'V1.0', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V1.0' ' ' 'V2.63' ' ' 'S14.0' ','S14.21','S14.21' 'V1.0','S14.21' 'V1.0' 'V2.63','S14.21' 'V1.0' 'V2.63' 'S14.0', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V13.0' ' ' 'M2.0' ','S14.21','S14.21' 'V13.0','S14.21' 'V13.0' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V15.1' ','S14.21','S14.21' 'V15.1', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V16.0' ' ' 'N4.0' ' ' 'S2.16.1' ','S14.21','S14.21' 'V16.0','S14.21' 'V16.0' 'N4.0','S14.21' 'V16.0' 'N4.0' 'S2.16.1', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.0' ','S14.21','S14.21' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.0' ' ' 'S15.42' ' ' 'V2.23' ','S14.21','S14.21' 'V2.0','S14.21' 'V2.0' 'S15.42','S14.21' 'V2.0' 'S15.42' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.0' ' ' 'V2.23' ','S14.21','S14.21' 'V2.0','S14.21' 'V2.0' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.0' ' ' 'V2.36' ','S14.21','S14.21' 'V2.0','S14.21' 'V2.0' 'V2.36', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.0' ' ' 'V2.63' ','S14.21','S14.21' 'V2.0','S14.21' 'V2.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.10' ','S14.21','S14.21' 'V2.10', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.10' ' ' 'A2.0' ' ' 'G9.1' ','S14.21','S14.21' 'V2.10','S14.21' 'V2.10' 'A2.0','S14.21' 'V2.10' 'A2.0' 'G9.1', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.10' ' ' 'MS G1.0' ','S14.21','S14.21' 'V2.10','S14.21' 'V2.10' 'MS G1.0', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.10' ' ' 'S13.19' ' ' 'k12.0' ' ' 'N4.50.2.1' ','S14.21','S14.21' 'V2.10','S14.21' 'V2.10' 'S13.19','S14.21' 'V2.10' 'S13.19' 'k12.0','S14.21' 'V2.10' 'S13.19' 'k12.0' 'N4.50.2.1', , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.10' ' ' 'S2.10' ' ' 'A7.0' ','S14.21','S14.21' 'V2.10','S14.21' 'V2.10' 'S2.10','S14.21' 'V2.10' 'S2.10' 'A7.0', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.10' ' ' 'V2.23' ','S14.21','S14.21' 'V2.10','S14.21' 'V2.10' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.10' ' ' 'V2.36' ','S14.21','S14.21' 'V2.10','S14.21' 'V2.10' 'V2.36', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.10' ' ' 'V2.63' ','S14.21','S14.21' 'V2.10','S14.21' 'V2.10' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.2' ','S14.21','S14.21' 'V2.2', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.2' ' ' 'V2.23' ' ' 'MS G1.0' ','S14.21','S14.21' 'V2.2','S14.21' 'V2.2' 'V2.23','S14.21' 'V2.2' 'V2.23' 'MS G1.0', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.23' ','S14.21','S14.21' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.23' ' ' 'A12.0' ','S14.21','S14.21' 'V2.23','S14.21' 'V2.23' 'A12.0', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.23' ' ' 'A2.0' ','S14.21','S14.21' 'V2.23','S14.21' 'V2.23' 'A2.0', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.23' ' ' 'A6.0' ' ' 'Y1' ','S14.21','S14.21' 'V2.23','S14.21' 'V2.23' 'A6.0','S14.21' 'V2.23' 'A6.0' 'Y1', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.23' ' ' 'A9.0' ','S14.21','S14.21' 'V2.23','S14.21' 'V2.23' 'A9.0', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.23' ' ' 'G6.0' ','S14.21','S14.21' 'V2.23','S14.21' 'V2.23' 'G6.0', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.23' ' ' 'N2.18' ' ' 'N4.0' ' ' 'N2.21.0' ' ' 'N2.0' ' ' 'B1.34' ','S14.21','S14.21' 'V2.23','S14.21' 'V2.23' 'N2.18','S14.21' 'V2.23' 'N2.18' 'N4.0','S14.21' 'V2.23' 'N2.18' 'N4.0' 'N2.21.0','S14.21' 'V2.23' 'N2.18' 'N4.0' 'N2.21.0' 'N2.0','S14.21' 'V2.23' 'N2.18' 'N4.0' 'N2.21.0' 'N2.0' 'B1.34', , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.23' ' ' 'S13.11' ' ' 'A3.0' ','S14.21','S14.21' 'V2.23','S14.21' 'V2.23' 'S13.11','S14.21' 'V2.23' 'S13.11' 'A3.0', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.23' ' ' 'S14.17' ','S14.21','S14.21' 'V2.23','S14.21' 'V2.23' 'S14.17', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.23' ' ' 'V2.0' ','S14.21','S14.21' 'V2.23','S14.21' 'V2.23' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.23' ' ' 'V2.0' ' ' 'V2.10' ' ' 'MS G1.0' ' ' 'S13.11' ' ' 'V2.2' ' ' 'V2.36' ','S14.21','S14.21' 'V2.23','S14.21' 'V2.23' 'V2.0','S14.21' 'V2.23' 'V2.0' 'V2.10','S14.21' 'V2.23' 'V2.0' 'V2.10' 'MS G1.0','S14.21' 'V2.23' 'V2.0' 'V2.10' 'MS G1.0' 'S13.11','S14.21' 'V2.23' 'V2.0' 'V2.10' 'MS G1.0' 'S13.11' 'V2.2','S14.21' 'V2.23' 'V2.0' 'V2.10' 'MS G1.0' 'S13.11' 'V2.2' 'V2.36', , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.23' ' ' 'V2.0' ' ' 'V2.2' ' ' 'MS G1.0' ' ' 'A6.2' ','S14.21','S14.21' 'V2.23','S14.21' 'V2.23' 'V2.0','S14.21' 'V2.23' 'V2.0' 'V2.2','S14.21' 'V2.23' 'V2.0' 'V2.2' 'MS G1.0','S14.21' 'V2.23' 'V2.0' 'V2.2' 'MS G1.0' 'A6.2', , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.23' ' ' 'V2.63' ','S14.21','S14.21' 'V2.23','S14.21' 'V2.23' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.34.0' ' ' 'K10.52.8' ' ' 'P5.0' ','S14.21','S14.21' 'V2.34.0','S14.21' 'V2.34.0' 'K10.52.8','S14.21' 'V2.34.0' 'K10.52.8' 'P5.0', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.34.0' ' ' 'V2.63' ','S14.21','S14.21' 'V2.34.0','S14.21' 'V2.34.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.36' ','S14.21','S14.21' 'V2.36', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.36' ' ' 'A7.0' ' ' 'S13.11' ' ' 'A6.0' ','S14.21','S14.21' 'V2.36','S14.21' 'V2.36' 'A7.0','S14.21' 'V2.36' 'A7.0' 'S13.11','S14.21' 'V2.36' 'A7.0' 'S13.11' 'A6.0', , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.36' ' ' 'M10.2' ','S14.21','S14.21' 'V2.36','S14.21' 'V2.36' 'M10.2', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.36' ' ' 'V2.63' ' ' 'A6.0' ' ' 'D1.0' ' ' 'V2.9' ','S14.21','S14.21' 'V2.36','S14.21' 'V2.36' 'V2.63','S14.21' 'V2.36' 'V2.63' 'A6.0','S14.21' 'V2.36' 'V2.63' 'A6.0' 'D1.0','S14.21' 'V2.36' 'V2.63' 'A6.0' 'D1.0' 'V2.9', , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.36' ' ' 'k12.0' ' ' 'V1.0' ','S14.21','S14.21' 'V2.36','S14.21' 'V2.36' 'k12.0','S14.21' 'V2.36' 'k12.0' 'V1.0', , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.47' ','S14.21','S14.21' 'V2.47', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.61' ' ' 'A5.1' ','S14.21','S14.21' 'V2.61','S14.21' 'V2.61' 'A5.1', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.63' ','S14.21','S14.21' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.63' ' ' 'A6.0' ' ' 'K2.0' ' ' 'S13.11' ','S14.21','S14.21' 'V2.63','S14.21' 'V2.63' 'A6.0','S14.21' 'V2.63' 'A6.0' 'K2.0','S14.21' 'V2.63' 'A6.0' 'K2.0' 'S13.11', , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.63' ' ' 'K4.21' ' ' 'N4.0' ' ' 'K4.0' ' ' 'K4.1' ','S14.21','S14.21' 'V2.63','S14.21' 'V2.63' 'K4.21','S14.21' 'V2.63' 'K4.21' 'N4.0','S14.21' 'V2.63' 'K4.21' 'N4.0' 'K4.0','S14.21' 'V2.63' 'K4.21' 'N4.0' 'K4.0' 'K4.1', , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.63' ' ' 'N4.40.20.0' ','S14.21','S14.21' 'V2.63','S14.21' 'V2.63' 'N4.40.20.0', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.63' ' ' 'S18.0' ','S14.21','S14.21' 'V2.63','S14.21' 'V2.63' 'S18.0', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.63' ' ' 'V2.36' ','S14.21','S14.21' 'V2.63','S14.21' 'V2.63' 'V2.36', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.7' ' ' 'K2.0' ','S14.21','S14.21' 'V2.7','S14.21' 'V2.7' 'K2.0', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.70' ' ' 'V2.63' ','S14.21','S14.21' 'V2.70','S14.21' 'V2.70' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.75' ' ' 'M12.0' ','S14.21','S14.21' 'V2.75','S14.21' 'V2.75' 'M12.0', , , , , , , , , , , , , , , , , , , , , , , , 
S14.21,' 'S14.21' ' ' 'V2.8' ','S14.21','S14.21' 'V2.8', , , , , , , , , , , , , , , , , , , , , , , , , 
