discomb,descomb,numcomb,grpcomb,npt,sttdis,node
'A11.0' 'H2.0' 'V2.63','OTHER: Arshas 'OTHER: Hridroga 'RMSD: Vaatavyaadhi - Sandhigata Vaata,3,' 'A11.0' ' ' 'H2.0' ' ' 'V2.63' ',1,A11.0,3
'A11.0' 'K10.38A' 'K4.13','OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'OTHER: Karna Roga - Karnakandoo,3,' 'A11.0' ' ' 'K10.38A' ' ' 'K4.13' ' ' 'M10.0' ',1,A11.0,3
'A11.0' 'K10.38A' 'S14.0','OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'RMSD: Sthaanabhedena Shoola,3,' 'A11.0' ' ' 'K10.38A' ' ' 'S14.0' ' ' 'B2.0' ' ' 'G10.0' ',1,A11.0,3
'A11.0' 'K10.38A' 'S14.17','OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'RMSD: Sthaanabhedena Shoola - Jaanu Shoola,3,' 'A11.0' ' ' 'K10.38A' ' ' 'S14.17' ',1,A11.0,3
'A11.0' 'K10.38A' 'S14.21','OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'RMSD: Sthaanabhedena Shoola - Katee Shoola,3,' 'A11.0' ' ' 'K10.38A' ' ' 'S14.21' ',1,A11.0,3
'A11.0' 'K10.38A' 'S14.7','OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'RMSD: Sthaanabhedena Shoola - Baahu Shoola,3,' 'A11.0' ' ' 'K10.38A' ' ' 'S14.7' ' ' 'M2.0' ',1,A11.0,3
'A11.0' 'K10.38A' 'S16.0','OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'Metabolic: Sthaulya,3,' 'A11.0' ' ' 'K10.38A' ' ' 'S16.0' ',1,A11.0,3
'A11.0' 'K10.38A' 'V2.0','OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'RMSD: Vaatavyaadhi,3,' 'A11.0' ' ' 'K10.38A' ' ' 'V2.0' ' ' 'A6.0' ',1,A11.0,3
'A11.0' 'K10.38A' 'V2.23','OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'RMSD: Vaatavyaadhi - Gridhrasee,3,' 'A11.0' ' ' 'K10.38A' ' ' 'V2.23' ' ' 'V2.10' ',1,A11.0,3
'A11.0' 'K10.38A' 'V2.63','OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'RMSD: Vaatavyaadhi - Sandhigata Vaata,3,' 'A11.0' ' ' 'K10.38A' ' ' 'V2.63' ',1,A11.0,3
'A11.0' 'K3.0' 'M2.0','OTHER: Arshas 'OTHER: Kandoo 'Metabolic: Madhumeha,3,' 'A11.0' ' ' 'K3.0' ' ' 'M2.0' ',1,A11.0,3
'A11.0' 'M10.1' 'S16.1','OTHER: Arshas 'Metabolic: Medoroga - Sthula medho roga 'OTHER: Stree Roga,3,' 'A11.0' ' ' 'M10.1' ' ' 'S16.1' ',1,A11.0,3
'A11.0' 'M2.0' 'N4.0','OTHER: Arshas 'Metabolic: Madhumeha 'OTHER: Netra Roga,3,' 'A11.0' ' ' 'M2.0' ' ' 'N4.0' ' ' 'K2.1' ',1,A11.0,3
'A11.0' 'M2.0' 'V5.0','OTHER: Arshas 'Metabolic: Madhumeha 'OTHER: Vibandha,3,' 'A11.0' ' ' 'M2.0' ' ' 'V5.0' ',1,A11.0,3
'A11.0' 'M6.43' 'V2.63','OTHER: Arshas 'OTHER: Marma Viddha - Snaayu Viddha 'RMSD: Vaatavyaadhi - Sandhigata Vaata,3,' 'A11.0' ' ' 'M6.43' ' ' 'V2.63' ',1,A11.0,3
'A11.0' 'N2.18' 'S14.1','OTHER: Arshas 'OTHER: Naasaa Roga - Peenasa 'OTHER: Sthaanabhedena Shoola - Aamaashaya Shoola,3,' 'A11.0' ' ' 'N2.18' ' ' 'S14.1' ' ' 'V2.0' ' ' 'MS G1.0' ' ' 'V2.63' ' ' 'V2.2' ' ' 'K2.0' ' ' 'V1.0' ' ' 'A6.0' ',1,A11.0,3
'A11.0' 'N4.0' 'S16.0','OTHER: Arshas 'OTHER: Netra Roga 'Metabolic: Sthaulya,3,' 'A11.0' ' ' 'N4.0' ' ' 'S16.0' ' ' 'A12.0' ' ' 'K10.38A' ' ' 'M2.0' ',1,A11.0,3
'A11.0' 'N4.0' 'V2.0','OTHER: Arshas 'OTHER: Netra Roga 'RMSD: Vaatavyaadhi,3,' 'A11.0' ' ' 'N4.0' ' ' 'V2.0' ' ' 'S14.21' ' ' 'V2.10' ' ' 'MS G1.0' ',1,A11.0,3
'A11.0' 'P5.0' 'V2.63','OTHER: Arshas 'Metabolic: Prameha 'RMSD: Vaatavyaadhi - Sandhigata Vaata,3,' 'A11.0' ' ' 'P5.0' ' ' 'V2.63' ' ' 'V2.56.0' ',1,A11.0,3
'A11.0' 'S13.11' 'V2.63','OTHER: Arshas 'RMSD: Sthaanabhedena Graha - Katee Graha 'RMSD: Vaatavyaadhi - Sandhigata Vaata,3,' 'A11.0' ' ' 'S13.11' ' ' 'V2.63' ',1,A11.0,3
'A11.0' 'S14.0' 'K2.0','OTHER: Arshas 'RMSD: Sthaanabhedena Shoola 'OTHER: Kaasa,3,' 'A11.0' ' ' 'S14.0' ' ' 'K2.0' ' ' 'S13.11' ',1,A11.0,3
'A11.0' 'S4.0' 'V5.0','OTHER: Arshas 'OTHER: Shvaasa 'OTHER: Vibandha,3,' 'A11.0' ' ' 'S4.0' ' ' 'V5.0' ' ' 'S16.0' ' ' 'V16.0' ',1,A11.0,3
'A11.0' 'V2.10' 'V2.63','OTHER: Arshas 'OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Sandhigata Vaata,3,' 'A11.0' ' ' 'V2.10' ' ' 'V2.63' ',1,A11.0,3
'A11.0' 'V2.10' 'V2.9','OTHER: Arshas 'OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Asthigata Vaata,3,' 'A11.0' ' ' 'V2.10' ' ' 'V2.9' ',1,A11.0,3
'A11.0' 'V2.23' 'V2.0','OTHER: Arshas 'RMSD: Vaatavyaadhi - Gridhrasee 'RMSD: Vaatavyaadhi,3,' 'A11.0' ' ' 'V2.23' ' ' 'V2.0' ' ' 'A6.0' ' ' 'M2.0' ' ' 'P5.0' ',1,A11.0,3
'A11.0' 'V2.36' 'N2.21.1','OTHER: Arshas 'RMSD: Vaatavyaadhi - Kateegata Vaata 'OTHER: Naasaa Roga - Pratishyaaya - Dushta Pratishyaaya,3,' 'A11.0' ' ' 'V2.36' ' ' 'N2.21.1' ' ' 'V2.10' ' ' 'S14.21' ' ' 'V2.63' ',1,A11.0,3
'A11.0' 'V2.63' 'K10.38','OTHER: Arshas 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Kshudra Roga - Parivartikaa,3,' 'A11.0' ' ' 'V2.63' ' ' 'K10.38' ',1,A11.0,3
'A11.0' 'V5.1' 'K3.1','OTHER: Arshas 'OTHER: Vibandha - Mala Vibandha 'OTHER: Kandoo - Guda Kandoo,3,' 'A11.0' ' ' 'V5.1' ' ' 'K3.1' ' ' 'V2.63' ' ' 'V2.0' ' ' 'N4.35' ',1,A11.0,3
'A11.0' 'k12.9' 'M10.2','OTHER: Arshas 'OTHER: Kushtha-kitibha 'Metabolic: Medoroga - Sukshma medho roga,3,' 'A11.0' ' ' 'k12.9' ' ' 'M10.2' ',1,A11.0,3
'A11.0' 'A2.0' 'G10.0' 'N2.21.0','OTHER: Arshas 'RMSD: Aamavaata 'OTHER: Guda Roga 'OTHER: Naasaa Roga - Pratishyaaya,4,' 'A11.0' ' ' 'A2.0' ' ' 'G10.0' ' ' 'N2.21.0' ',1,A11.0,4
'A11.0' 'A6.0' 'K10.38' 'K10.38A','OTHER: Arshas 'OTHER: Amlapitta 'OTHER: Kshudra Roga - Parivartikaa 'OTHER: Kshudra Roga - Parikartikaa,4,' 'A11.0' ' ' 'A6.0' ' ' 'K10.38' ' ' 'K10.38A' ' ' 'G8.0' ' ' 'V2.23' ',1,A11.0,4
'A11.0' 'A6.0' 'MS G1.0' 'V2.23','OTHER: Arshas 'OTHER: Amlapitta 'OTHER: Greeva Graha 'RMSD: Vaatavyaadhi - Gridhrasee,4,' 'A11.0' ' ' 'A6.0' ' ' 'MS G1.0' ' ' 'V2.23' ' ' 'V2.36' ',1,A11.0,4
'A11.0' 'A6.0' 'S13.11' 'S4.0','OTHER: Arshas 'OTHER: Amlapitta 'RMSD: Sthaanabhedena Graha - Katee Graha 'OTHER: Shvaasa,4,' 'A11.0' ' ' 'A6.0' ' ' 'S13.11' ' ' 'S4.0' ' ' 'V2.63' ',1,A11.0,4
'A11.0' 'B2.1' 'B2.0' 'S16.0','OTHER: Arshas 'OTHER: Bhagandara - Arsho Bhagandara 'OTHER: Bhagandara 'Metabolic: Sthaulya,4,' 'A11.0' ' ' 'B2.1' ' ' 'B2.0' ' ' 'S16.0' ' ' 'M18.11.2' ',1,A11.0,4
'A11.0' 'G9.7' 'S18.0' 'V2.63','OTHER: Arshas 'OTHER: Granthi - Siraa Granthi 'OTHER: Swastha 'RMSD: Vaatavyaadhi - Sandhigata Vaata,4,' 'A11.0' ' ' 'G9.7' ' ' 'S18.0' ' ' 'V2.63' ',1,A11.0,4
'A11.0' 'K10.38A' 'K4.13' 'M10.0','OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'OTHER: Karna Roga - Karnakandoo 'Metabolic: Medoroga,4,' 'A11.0' ' ' 'K10.38A' ' ' 'K4.13' ' ' 'M10.0' ',1,A11.0,4
'A11.0' 'K10.38A' 'S14.0' 'B2.0','OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'RMSD: Sthaanabhedena Shoola 'OTHER: Bhagandara,4,' 'A11.0' ' ' 'K10.38A' ' ' 'S14.0' ' ' 'B2.0' ' ' 'G10.0' ',1,A11.0,4
'A11.0' 'K10.38A' 'S14.7' 'M2.0','OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'RMSD: Sthaanabhedena Shoola - Baahu Shoola 'Metabolic: Madhumeha,4,' 'A11.0' ' ' 'K10.38A' ' ' 'S14.7' ' ' 'M2.0' ',1,A11.0,4
'A11.0' 'K10.38A' 'V2.0' 'A6.0','OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'RMSD: Vaatavyaadhi 'OTHER: Amlapitta,4,' 'A11.0' ' ' 'K10.38A' ' ' 'V2.0' ' ' 'A6.0' ',1,A11.0,4
'A11.0' 'K10.38A' 'V2.23' 'V2.10','OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Vaatavyaadhi - Avabaahuka,4,' 'A11.0' ' ' 'K10.38A' ' ' 'V2.23' ' ' 'V2.10' ',1,A11.0,4
'A11.0' 'M2.0' 'N4.0' 'K2.1','OTHER: Arshas 'Metabolic: Madhumeha 'OTHER: Netra Roga 'OTHER: Kaasa- kapha,4,' 'A11.0' ' ' 'M2.0' ' ' 'N4.0' ' ' 'K2.1' ',1,A11.0,4
'A11.0' 'N2.18' 'S14.1' 'V2.0','OTHER: Arshas 'OTHER: Naasaa Roga - Peenasa 'OTHER: Sthaanabhedena Shoola - Aamaashaya Shoola 'RMSD: Vaatavyaadhi,4,' 'A11.0' ' ' 'N2.18' ' ' 'S14.1' ' ' 'V2.0' ' ' 'MS G1.0' ' ' 'V2.63' ' ' 'V2.2' ' ' 'K2.0' ' ' 'V1.0' ' ' 'A6.0' ',1,A11.0,4
'A11.0' 'N4.0' 'S16.0' 'A12.0','OTHER: Arshas 'OTHER: Netra Roga 'Metabolic: Sthaulya 'OTHER: Artava Vyapad,4,' 'A11.0' ' ' 'N4.0' ' ' 'S16.0' ' ' 'A12.0' ' ' 'K10.38A' ' ' 'M2.0' ',1,A11.0,4
'A11.0' 'N4.0' 'V2.0' 'S14.21','OTHER: Arshas 'OTHER: Netra Roga 'RMSD: Vaatavyaadhi 'RMSD: Sthaanabhedena Shoola - Katee Shoola,4,' 'A11.0' ' ' 'N4.0' ' ' 'V2.0' ' ' 'S14.21' ' ' 'V2.10' ' ' 'MS G1.0' ',1,A11.0,4
'A11.0' 'P5.0' 'V2.63' 'V2.56.0','OTHER: Arshas 'Metabolic: Prameha 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Vaatavyaadhi - Pakshavadha,4,' 'A11.0' ' ' 'P5.0' ' ' 'V2.63' ' ' 'V2.56.0' ',1,A11.0,4
'A11.0' 'S14.0' 'K2.0' 'S13.11','OTHER: Arshas 'RMSD: Sthaanabhedena Shoola 'OTHER: Kaasa 'RMSD: Sthaanabhedena Graha - Katee Graha,4,' 'A11.0' ' ' 'S14.0' ' ' 'K2.0' ' ' 'S13.11' ',1,A11.0,4
'A11.0' 'S4.0' 'V5.0' 'S16.0','OTHER: Arshas 'OTHER: Shvaasa 'OTHER: Vibandha 'Metabolic: Sthaulya,4,' 'A11.0' ' ' 'S4.0' ' ' 'V5.0' ' ' 'S16.0' ' ' 'V16.0' ',1,A11.0,4
'A11.0' 'V2.23' 'V2.0' 'A6.0','OTHER: Arshas 'RMSD: Vaatavyaadhi - Gridhrasee 'RMSD: Vaatavyaadhi 'OTHER: Amlapitta,4,' 'A11.0' ' ' 'V2.23' ' ' 'V2.0' ' ' 'A6.0' ' ' 'M2.0' ' ' 'P5.0' ',1,A11.0,4
'A11.0' 'V2.36' 'N2.21.1' 'V2.10','OTHER: Arshas 'RMSD: Vaatavyaadhi - Kateegata Vaata 'OTHER: Naasaa Roga - Pratishyaaya - Dushta Pratishyaaya 'OTHER: Vaatavyaadhi - Avabaahuka,4,' 'A11.0' ' ' 'V2.36' ' ' 'N2.21.1' ' ' 'V2.10' ' ' 'S14.21' ' ' 'V2.63' ',1,A11.0,4
'A11.0' 'V5.1' 'K3.1' 'V2.63','OTHER: Arshas 'OTHER: Vibandha - Mala Vibandha 'OTHER: Kandoo - Guda Kandoo 'RMSD: Vaatavyaadhi - Sandhigata Vaata,4,' 'A11.0' ' ' 'V5.1' ' ' 'K3.1' ' ' 'V2.63' ' ' 'V2.0' ' ' 'N4.35' ',1,A11.0,4
'A11.0' 'A6.0' 'K10.38' 'K10.38A' 'G8.0','OTHER: Arshas 'OTHER: Amlapitta 'OTHER: Kshudra Roga - Parivartikaa 'OTHER: Kshudra Roga - Parikartikaa 'OTHER: Grahanee,5,' 'A11.0' ' ' 'A6.0' ' ' 'K10.38' ' ' 'K10.38A' ' ' 'G8.0' ' ' 'V2.23' ',1,A11.0,5
'A11.0' 'A6.0' 'MS G1.0' 'V2.23' 'V2.36','OTHER: Arshas 'OTHER: Amlapitta 'OTHER: Greeva Graha 'RMSD: Vaatavyaadhi - Gridhrasee 'RMSD: Vaatavyaadhi - Kateegata Vaata,5,' 'A11.0' ' ' 'A6.0' ' ' 'MS G1.0' ' ' 'V2.23' ' ' 'V2.36' ',1,A11.0,5
'A11.0' 'A6.0' 'S13.11' 'S4.0' 'V2.63','OTHER: Arshas 'OTHER: Amlapitta 'RMSD: Sthaanabhedena Graha - Katee Graha 'OTHER: Shvaasa 'RMSD: Vaatavyaadhi - Sandhigata Vaata,5,' 'A11.0' ' ' 'A6.0' ' ' 'S13.11' ' ' 'S4.0' ' ' 'V2.63' ',1,A11.0,5
'A11.0' 'B2.1' 'B2.0' 'S16.0' 'M18.11.2','OTHER: Arshas 'OTHER: Bhagandara - Arsho Bhagandara 'OTHER: Bhagandara 'Metabolic: Sthaulya 'OTHER: Mukha Roga - Galagata Roga - Galaganda,5,' 'A11.0' ' ' 'B2.1' ' ' 'B2.0' ' ' 'S16.0' ' ' 'M18.11.2' ',1,A11.0,5
'A11.0' 'K10.38A' 'S14.0' 'B2.0' 'G10.0','OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'RMSD: Sthaanabhedena Shoola 'OTHER: Bhagandara 'OTHER: Guda Roga,5,' 'A11.0' ' ' 'K10.38A' ' ' 'S14.0' ' ' 'B2.0' ' ' 'G10.0' ',1,A11.0,5
'A11.0' 'N2.18' 'S14.1' 'V2.0' 'MS G1.0','OTHER: Arshas 'OTHER: Naasaa Roga - Peenasa 'OTHER: Sthaanabhedena Shoola - Aamaashaya Shoola 'RMSD: Vaatavyaadhi 'OTHER: Greeva Graha,5,' 'A11.0' ' ' 'N2.18' ' ' 'S14.1' ' ' 'V2.0' ' ' 'MS G1.0' ' ' 'V2.63' ' ' 'V2.2' ' ' 'K2.0' ' ' 'V1.0' ' ' 'A6.0' ',1,A11.0,5
'A11.0' 'N4.0' 'S16.0' 'A12.0' 'K10.38A','OTHER: Arshas 'OTHER: Netra Roga 'Metabolic: Sthaulya 'OTHER: Artava Vyapad 'OTHER: Kshudra Roga - Parikartikaa,5,' 'A11.0' ' ' 'N4.0' ' ' 'S16.0' ' ' 'A12.0' ' ' 'K10.38A' ' ' 'M2.0' ',1,A11.0,5
'A11.0' 'N4.0' 'V2.0' 'S14.21' 'V2.10','OTHER: Arshas 'OTHER: Netra Roga 'RMSD: Vaatavyaadhi 'RMSD: Sthaanabhedena Shoola - Katee Shoola 'OTHER: Vaatavyaadhi - Avabaahuka,5,' 'A11.0' ' ' 'N4.0' ' ' 'V2.0' ' ' 'S14.21' ' ' 'V2.10' ' ' 'MS G1.0' ',1,A11.0,5
'A11.0' 'S4.0' 'V5.0' 'S16.0' 'V16.0','OTHER: Arshas 'OTHER: Shvaasa 'OTHER: Vibandha 'Metabolic: Sthaulya 'OTHER: Vrikka Roga,5,' 'A11.0' ' ' 'S4.0' ' ' 'V5.0' ' ' 'S16.0' ' ' 'V16.0' ',1,A11.0,5
'A11.0' 'V2.23' 'V2.0' 'A6.0' 'M2.0','OTHER: Arshas 'RMSD: Vaatavyaadhi - Gridhrasee 'RMSD: Vaatavyaadhi 'OTHER: Amlapitta 'Metabolic: Madhumeha,5,' 'A11.0' ' ' 'V2.23' ' ' 'V2.0' ' ' 'A6.0' ' ' 'M2.0' ' ' 'P5.0' ',1,A11.0,5
'A11.0' 'V2.36' 'N2.21.1' 'V2.10' 'S14.21','OTHER: Arshas 'RMSD: Vaatavyaadhi - Kateegata Vaata 'OTHER: Naasaa Roga - Pratishyaaya - Dushta Pratishyaaya 'OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Sthaanabhedena Shoola - Katee Shoola,5,' 'A11.0' ' ' 'V2.36' ' ' 'N2.21.1' ' ' 'V2.10' ' ' 'S14.21' ' ' 'V2.63' ',1,A11.0,5
'A11.0' 'V5.1' 'K3.1' 'V2.63' 'V2.0','OTHER: Arshas 'OTHER: Vibandha - Mala Vibandha 'OTHER: Kandoo - Guda Kandoo 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'RMSD: Vaatavyaadhi,5,' 'A11.0' ' ' 'V5.1' ' ' 'K3.1' ' ' 'V2.63' ' ' 'V2.0' ' ' 'N4.35' ',1,A11.0,5
'A11.0' 'A6.0' 'K10.38' 'K10.38A' 'G8.0' 'V2.23','OTHER: Arshas 'OTHER: Amlapitta 'OTHER: Kshudra Roga - Parivartikaa 'OTHER: Kshudra Roga - Parikartikaa 'OTHER: Grahanee 'RMSD: Vaatavyaadhi - Gridhrasee,6,' 'A11.0' ' ' 'A6.0' ' ' 'K10.38' ' ' 'K10.38A' ' ' 'G8.0' ' ' 'V2.23' ',1,A11.0,6
'A11.0' 'N2.18' 'S14.1' 'V2.0' 'MS G1.0' 'V2.63','OTHER: Arshas 'OTHER: Naasaa Roga - Peenasa 'OTHER: Sthaanabhedena Shoola - Aamaashaya Shoola 'RMSD: Vaatavyaadhi 'OTHER: Greeva Graha 'RMSD: Vaatavyaadhi - Sandhigata Vaata,6,' 'A11.0' ' ' 'N2.18' ' ' 'S14.1' ' ' 'V2.0' ' ' 'MS G1.0' ' ' 'V2.63' ' ' 'V2.2' ' ' 'K2.0' ' ' 'V1.0' ' ' 'A6.0' ',1,A11.0,6
'A11.0' 'N4.0' 'S16.0' 'A12.0' 'K10.38A' 'M2.0','OTHER: Arshas 'OTHER: Netra Roga 'Metabolic: Sthaulya 'OTHER: Artava Vyapad 'OTHER: Kshudra Roga - Parikartikaa 'Metabolic: Madhumeha,6,' 'A11.0' ' ' 'N4.0' ' ' 'S16.0' ' ' 'A12.0' ' ' 'K10.38A' ' ' 'M2.0' ',1,A11.0,6
'A11.0' 'N4.0' 'V2.0' 'S14.21' 'V2.10' 'MS G1.0','OTHER: Arshas 'OTHER: Netra Roga 'RMSD: Vaatavyaadhi 'RMSD: Sthaanabhedena Shoola - Katee Shoola 'OTHER: Vaatavyaadhi - Avabaahuka 'OTHER: Greeva Graha,6,' 'A11.0' ' ' 'N4.0' ' ' 'V2.0' ' ' 'S14.21' ' ' 'V2.10' ' ' 'MS G1.0' ',1,A11.0,6
'A11.0' 'V2.23' 'V2.0' 'A6.0' 'M2.0' 'P5.0','OTHER: Arshas 'RMSD: Vaatavyaadhi - Gridhrasee 'RMSD: Vaatavyaadhi 'OTHER: Amlapitta 'Metabolic: Madhumeha 'Metabolic: Prameha,6,' 'A11.0' ' ' 'V2.23' ' ' 'V2.0' ' ' 'A6.0' ' ' 'M2.0' ' ' 'P5.0' ',1,A11.0,6
'A11.0' 'V2.36' 'N2.21.1' 'V2.10' 'S14.21' 'V2.63','OTHER: Arshas 'RMSD: Vaatavyaadhi - Kateegata Vaata 'OTHER: Naasaa Roga - Pratishyaaya - Dushta Pratishyaaya 'OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Sthaanabhedena Shoola - Katee Shoola 'RMSD: Vaatavyaadhi - Sandhigata Vaata,6,' 'A11.0' ' ' 'V2.36' ' ' 'N2.21.1' ' ' 'V2.10' ' ' 'S14.21' ' ' 'V2.63' ',1,A11.0,6
'A11.0' 'V5.1' 'K3.1' 'V2.63' 'V2.0' 'N4.35','OTHER: Arshas 'OTHER: Vibandha - Mala Vibandha 'OTHER: Kandoo - Guda Kandoo 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'RMSD: Vaatavyaadhi 'OTHER: Netra Roga - Triteeya Patalagata Timira,6,' 'A11.0' ' ' 'V5.1' ' ' 'K3.1' ' ' 'V2.63' ' ' 'V2.0' ' ' 'N4.35' ',1,A11.0,6
'A11.0' 'N2.18' 'S14.1' 'V2.0' 'MS G1.0' 'V2.63' 'V2.2','OTHER: Arshas 'OTHER: Naasaa Roga - Peenasa 'OTHER: Sthaanabhedena Shoola - Aamaashaya Shoola 'RMSD: Vaatavyaadhi 'OTHER: Greeva Graha 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Vaatavyaadhi - Aadhmaana,7,' 'A11.0' ' ' 'N2.18' ' ' 'S14.1' ' ' 'V2.0' ' ' 'MS G1.0' ' ' 'V2.63' ' ' 'V2.2' ' ' 'K2.0' ' ' 'V1.0' ' ' 'A6.0' ',1,A11.0,7
'A11.0' 'N2.18' 'S14.1' 'V2.0' 'MS G1.0' 'V2.63' 'V2.2' 'K2.0','OTHER: Arshas 'OTHER: Naasaa Roga - Peenasa 'OTHER: Sthaanabhedena Shoola - Aamaashaya Shoola 'RMSD: Vaatavyaadhi 'OTHER: Greeva Graha 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Vaatavyaadhi - Aadhmaana 'OTHER: Kaasa,8,' 'A11.0' ' ' 'N2.18' ' ' 'S14.1' ' ' 'V2.0' ' ' 'MS G1.0' ' ' 'V2.63' ' ' 'V2.2' ' ' 'K2.0' ' ' 'V1.0' ' ' 'A6.0' ',1,A11.0,8
'A11.0' 'N2.18' 'S14.1' 'V2.0' 'MS G1.0' 'V2.63' 'V2.2' 'K2.0' 'V1.0','OTHER: Arshas 'OTHER: Naasaa Roga - Peenasa 'OTHER: Sthaanabhedena Shoola - Aamaashaya Shoola 'RMSD: Vaatavyaadhi 'OTHER: Greeva Graha 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Vaatavyaadhi - Aadhmaana 'OTHER: Kaasa 'RMSD: Vaatarakta,9,' 'A11.0' ' ' 'N2.18' ' ' 'S14.1' ' ' 'V2.0' ' ' 'MS G1.0' ' ' 'V2.63' ' ' 'V2.2' ' ' 'K2.0' ' ' 'V1.0' ' ' 'A6.0' ',1,A11.0,9
'A11.0' 'N2.18' 'S14.1' 'V2.0' 'MS G1.0' 'V2.63' 'V2.2' 'K2.0' 'V1.0' 'A6.0','OTHER: Arshas 'OTHER: Naasaa Roga - Peenasa 'OTHER: Sthaanabhedena Shoola - Aamaashaya Shoola 'RMSD: Vaatavyaadhi 'OTHER: Greeva Graha 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Vaatavyaadhi - Aadhmaana 'OTHER: Kaasa 'RMSD: Vaatarakta 'OTHER: Amlapitta,10,' 'A11.0' ' ' 'N2.18' ' ' 'S14.1' ' ' 'V2.0' ' ' 'MS G1.0' ' ' 'V2.63' ' ' 'V2.2' ' ' 'K2.0' ' ' 'V1.0' ' ' 'A6.0' ',1,A11.0,10
'A11.1','OTHER: Arsha - Charmakeela,1,' 'A11.1' ' ' 'N2.18' ' ' 'V2.23' ' ' 'S14.21' ',1,A11.1,1
'A11.1','OTHER: Arsha - Charmakeela,1,' 'A11.1' ' ' 'S14.3' ' ' 'MS G1.0' ' ' 'V2.23' ',1,A11.1,1
'A11.1' 'N2.18','OTHER: Arsha - Charmakeela 'OTHER: Naasaa Roga - Peenasa,2,' 'A11.1' ' ' 'N2.18' ' ' 'V2.23' ' ' 'S14.21' ',1,A11.1,2
'A11.1' 'S14.3','OTHER: Arsha - Charmakeela 'RMSD: Sthaanabhedena Shoola - Amsa Shoola,2,' 'A11.1' ' ' 'S14.3' ' ' 'MS G1.0' ' ' 'V2.23' ',1,A11.1,2
'A11.1' 'N2.18' 'V2.23','OTHER: Arsha - Charmakeela 'OTHER: Naasaa Roga - Peenasa 'RMSD: Vaatavyaadhi - Gridhrasee,3,' 'A11.1' ' ' 'N2.18' ' ' 'V2.23' ' ' 'S14.21' ',1,A11.1,3
'A11.1' 'S14.3' 'MS G1.0','OTHER: Arsha - Charmakeela 'RMSD: Sthaanabhedena Shoola - Amsa Shoola 'OTHER: Greeva Graha,3,' 'A11.1' ' ' 'S14.3' ' ' 'MS G1.0' ' ' 'V2.23' ',1,A11.1,3
'A11.1' 'N2.18' 'V2.23' 'S14.21','OTHER: Arsha - Charmakeela 'OTHER: Naasaa Roga - Peenasa 'RMSD: Vaatavyaadhi - Gridhrasee 'RMSD: Sthaanabhedena Shoola - Katee Shoola,4,' 'A11.1' ' ' 'N2.18' ' ' 'V2.23' ' ' 'S14.21' ',1,A11.1,4
'A11.1' 'S14.3' 'MS G1.0' 'V2.23','OTHER: Arsha - Charmakeela 'RMSD: Sthaanabhedena Shoola - Amsa Shoola 'OTHER: Greeva Graha 'RMSD: Vaatavyaadhi - Gridhrasee,4,' 'A11.1' ' ' 'S14.3' ' ' 'MS G1.0' ' ' 'V2.23' ',1,A11.1,4
'A11.10','OTHER: Arsha - Raktaja Arsha,1,' 'A11.10' ' ' 'A12.1' ' ' 'V2.0' ' ' 'A11.0' ' ' 'V2.36' ' ' 'P5.0' ' ' 'k12.0' ',1,A11.10,1
'A11.10','OTHER: Arsha - Raktaja Arsha,1,' 'A11.10' ' ' 'S13.11' ' ' 'S2.10' ',1,A11.10,1
'A11.10','OTHER: Arsha - Raktaja Arsha,1,' 'A11.10' ' ' 'V2.2' ' ' 'A5.0' ' ' 'S13.11' ' ' 'S4.0' ',1,A11.10,1
'A11.10','OTHER: Arsha - Raktaja Arsha,1,' 'A11.10' ' ' 'V2.36' ',1,A11.10,1
